npsn,nama_sekolah,alamat,jumlah_siswa,jumlah_guru,kepala_sekolah,telepon,kondisi_lingkungan,akreditasi
2.010866E7,SDN Rawa Bunga 12 Pg.,"Jl. Jatinegara Timur IV, Rawa Bunga, Jatinegara",199.0,9.0,Suharmini S.Pd,8568782.0,Padat/Kumuh,A
2.0108661E7,SDN Rawa Bunga 13 Pg.,"Jl. Jatinegara Timur IV, Rawa Bunga, Jatinegara",199.0,8.0,Dra.RUMONDANG SIBURIAN,8568784.0,Baik,A
2.010954E7,SDN Rawa Bunga 14 Pg.,"Jl. Jatinegara Timur IV, Rawa Bunga, Jatinegara",209.0,9.0,"Antoni Pardede, M.Pd",8568826.0,Baik,B
2.0108663E7,SDN Rawa Bunga 15 Pg.,"Jl. Jatinegara Timur IV, Rawa Bunga, Jatinegara",139.0,10.0,"EKO SUSILOWATI, S.Pd",8568829.0,Baik,A
2.0108664E7,SDN Rawa Bunga 16 Pg.,"Jl. Jatinegara Timur IV, Rawa Bunga, Jatinegara",108.0,10.0,SUMANTRI,2.1856885E8,Padat/Kumuh,B
2.0102152E7,SDN Rawajati 01 Pg.,"Jl. Rawajati Barat II, Rawajati, Pancoran",270.0,10.0,Dra.Murtiani,7.9197981E7,Baik,B
2.0102151E7,SDN Rawajati 02 Pt.,"Jl. Rawajati Barat II, Rawajati, Pancoran",113.0,8.0,"WAKIDI, M.M.Pd",7979392.0,Baik,B
2.010215E7,SDN Rawajati 03 Pg.,"Jl. Komp. Zeni AD VII, Rawajati, Pancoran",392.0,16.0,Drs.Sarnen,7973503.0,Baik,A
2.0102149E7,SDN Rawajati 05 Pg.,"Jl. Komp. Zeni AD VII, Rawajati, Pancoran",341.0,14.0,Sumiyem,7949420.0,Baik,A
2.0102148E7,SDN Rawajati 06 Pg.,"Jl. Rawajati Barat II, Rawajati, Pancoran",198.0,9.0,"UMINAH, M.MPd",7.9196618E7,Banjir,B
2.0102161E7,SDN Rawajati 07 Pg.,"Jl. Komp. Zeni AD VIII, Rawajati, Pancoran",311.0,13.0,"M.Ghofar, S.Pd",7.9198783E7,Banjir,A
2.0106183E7,SDN Rawajati 08 Pg.,"Jl. Semangka Kalibata Indah, Rawajati, Pancoran",286.0,17.0,RETNO TRI ASTUTI,2.17974418E8,Baik,A
2.0103356E7,SDN Rawamangun 01 Pg.,"Jl. Taman Jelita Utara No. 5, Rawamangun, Pulo Gadung",356.0,14.0,"NANI IRIANTINI, S.Pd, MM",021. 470 7244,Baik,A
2.0103355E7,SDN Rawamangun 02 Pg.,"Jl. Haji Ten No.4, Rawamangun, Pulo Gadung",,17.0,"Dr, TRISNI WARNINGSIH, M.MPd",489 7345,Baik,A
2.0103354E7,SDN Rawamangun 03 Pt.,"Jl. Haji Ten No.4, Rawamangun, Pulo Gadung",390.0,9.0,SRI UTARI,4.7862228E7,Baik,A
2.0109147E7,SDN Rawamangun 04 Pg.,"Jl. Taman Jelita Utara No. 5, Rawamangun, Pulo Gadung",180.0,14.0,"DRS.JAULIM MAHARAJA, M.M.Pd",021. 475 0906,Baik,B
2.0103353E7,SDN Rawamangun 05 Pg.,"Jl. H Ten IV No.4 Rawamangun, Jakarta Timur, Rawamangun, Pulo Gadung",331.0,12.0,SUDARTO,021 47882647,Padat/Kumuh,A
2.0103352E7,SDN Rawamangun 06 Pt.,"Jl. Haji Ten IV no.4, Rawamangun, Pulo Gadung",,10.0,"FATMAWATY SIAHAAN, M.Pd",021. 470 5959,Padat/Kumuh,B
2.0103351E7,SDN Rawamangun 07 Pg.,"Jl. Rawamangun Muka, Rawamangun, Pulo Gadung",377.0,10.0,MARSONO,021- 489 3111,Baik,B
2.0103349E7,SDN Rawamangun 08 Pg.,"Jl. Taman Jelita Utara No. 5 Lt. 3, Rawamangun, Pulo Gadung",148.0,13.0,,4786 7453,Baik,A
2.0103348E7,SDN Rawamangun 09 Pg.,"Jl. Pemuda No. 6, Rawamangun, Pulo Gadung",263.0,10.0,Drs. PANUT,021. 475 3830,Baik,B
2.0103317E7,SDN Rawamangun 10 Pg.,"Jl. Pemuda No. 6, Rawamangun, Pulo Gadung",164.0,10.0,"YANI,M.Pd",021. 4786 1136,Baik,B
2.0103402E7,SDN Rawamangun 11 Pg.,"Jl. Pemuda No. 6, Rawamangun, Pulo Gadung",267.0,9.0,Drs. PANUT,021. 475 3624,Baik,A
2.010467E7,SDN Rawasari 01 Pg.,"Jl. Percetakan Negara IX A, Rawasari, Cempaka Putih",214.0,11.0,Hj. MARNIS,4.2878301E7,Baik,A
2.0104671E7,SDN Rawasari 02 Pg.,"Jl. Percetakan Negara XIA/25, Rawasari, Cempaka Putih",136.0,12.0,"MAISAROH, S.Pd, MM",4203037.0,Baik,B
2.010048E7,SDN Rawasari 03 Pg.,"Jl. Pramukasari IV komplek BRI, Rawasari, Cempaka Putih",256.0,11.0,KELANAWATI,4226388.0,Baik,A
2.0104672E7,SDN Rawasari 05 Pg.,"Jl. Pramukasari I, Rawasari, Cempaka Putih",248.0,14.0,THOYIBAH,021-42881202,Padat/Kumuh,A
2.0104673E7,SDN Rawasari 07 Pg.,"Jl. Percetakan Negara XIA/24, Rawasari, Cempaka Putih",136.0,11.0,"ARTIA YULIANA S, S. Pd",4204266.0,Baik,B
2.0108774E7,SDN Rawaterate 01 Pg.,"Jl. KRT. Wiryodiningrat, Rawa Terate, Cakung",417.0,16.0,"Samiyah, S. Pd",4611703.0,Padat/Kumuh,A
2.010878E7,SDN Rawaterate 02 Pt.,"Jl. KRT. Widyodiningrat, Rawa Terate, Cakung",359.0,15.0,"Kasmad, S.Pd.",4612492.0,Padat/Kumuh,A
2.0108781E7,SDN Rawaterate 03 Pt.,"Jl. DR. KRT.Widyodiningrat, Rawa Terate, Cakung",405.0,16.0,"SRI MULYANI, MM",2.14615533E8,Padat/Kumuh,A
2.0100677E7,SDN Rorotan 01 Pg.,"Jl. Rorotan IX No. 1, Rorotan, Cilincing",292.0,24.0,"USWATUN HASANAH, M.Pd",4.4853357E7,Baik,A
2.0100679E7,SDN Rorotan 02 Pg.,"Jl. Rorotan IX No. 3, Rorotan, Cilincing",340.0,14.0,Dra. Ida Setiani,2.144853706E9,Baik,A
2.0104907E7,SDN Rorotan 03 Pg.,"Jl. Rorotan XI NO. 30, Rorotan, Cilincing",397.0,13.0,"H. A. SANUSI, M.Pd",4.4853274E7,Banjir,A
2.0100681E7,SDN Rorotan 05 Pg.,"Jl. Rorotan XI Rt. 003/ 06, Rorotan, Cilincing",370.0,28.0,Dra. Nunuk Tati Tresnawati,021-44851933,Baik,A
2.0109047E7,SDN Rorotan 07 Pg.,"Jl. Rorotan IV Malaka III HB, Rorotan, Cilincing",372.0,14.0,Dra. SOKHIKAH,021-44851804,Baik,A
2.0109221E7,SDN RSBI Rawamangun 12 Pg.,"Jl. Pemuda Komp. UNJ, Rawamangun, Pulo Gadung",730.0,36.0,"JUHANA MUHTAR,S.Pd,MM",021. 470 1443,Baik,A
2.0102248E7,SDN Selong 04 Pg.,"Jl. Daksa IV No. 4, Selong, Kebayoran Baru",147.0,12.0,"Drs. SUPIA, M.M",7231934.0,Baik,A
2.0105481E7,SDN Semanan 01 Pg.,"Jl. Semanan Raya Rt. 006/ 07, Semanan, Kalideres",352.0,12.0,"SEKAR PERTIWI, S.Pd",5.437328E7,Padat/Kumuh,A
2.0105482E7,SDN Semanan 02 Pt.,"Jl. Semanan Raya, Semanan, Kalideres",372.0,15.0,"MUJI SARWATI,S.Pd",2.191262883E9,Baik,A
2.0105483E7,SDN Semanan 03 Pg.,"Jl. Semanan Raya No.38, Semanan, Kalideres",359.0,15.0,"WAWAT RUSMANAWATI, S.Pd, M.M",5448952.0,Baik,A
2.0105484E7,SDN Semanan 04 Pg.,"Jl. Kmp. Gaga, Semanan, Kalideres",454.0,18.0,"Parini, S.Pd. M.Si",5.4374933E7,Padat/Kumuh,B
2.0105485E7,SDN Semanan 05 Pg.,"Jl. Kmp. Gaga Rt. 001/ 03, Semanan, Kalideres",453.0,18.0,"SRI CINDRAKASIH, S.Pd, MM",5457732.0,Baik,B
2.0105486E7,SDN Semanan 06 Pg.,"Jl. Raya Semanan Rt. 004/ 08, Semanan, Kalideres",467.0,19.0,"WAHYUNAH, S.Pd.MM",5.4390305E7,Padat/Kumuh,A
2.0105487E7,SDN Semanan 07 Pt.,"Jl. Raya Semanan, Semanan, Kalideres",334.0,11.0,"SUSMIHARTO, S.Pd.",0.0,Baik,A
2.0105488E7,SDN Semanan 08 Pg.,"Jl. Semanan No. 55, Semanan, Kalideres",404.0,14.0,"Agus Wiyono, S.Pd",5.4399279E7,Banjir,A
2.0105489E7,SDN Semanan 09 Pg.,"Jl. Semanan Raya No.71, Semanan, Kalideres",330.0,14.0,Drs. H. Saalih,5446507.0,Baik,A
2.010549E7,SDN Semanan 10 Pt.,"Jl. Kp. Gaga, Semanan, Kalideres",470.0,17.0,"Rosib, S.Pd",021 54395618,Padat/Kumuh,B
2.0105491E7,SDN Semanan 11 Pt.,"JL. KP. GAGA, Semanan, Kalideres",453.0,17.0,"Antonius Suratman, M.Pd",2.15458562E8,Padat/Kumuh,B
2.0105492E7,SDN Semanan 12 Pg.,"Jl. Raya Semanan, Semanan, Kalideres",472.0,18.0,"WIWIT SUMINARTI,S.Pd.MM",2.15447256E8,Baik,A
2.0105493E7,SDN Semanan 13 Pt.,"Jl. Raya Semanan No. 55, Semanan, Kalideres",396.0,18.0,Drs. NURDIN,2.154372914E9,Banjir,B
2.0105494E7,SDN Semanan 14 Pt.,"Jl. Raya Semanan No.55, Semanan, Kalideres",422.0,14.0,"Ni Ketut Suwartini, S.Pd",2.15439959E9,Baik,A
2.0100682E7,SDN Semper Barat 01 Pg.,"Jl. Raya Tugu Semper No. 1, Semper Barat, Cilincing",355.0,14.0,"Hj. MARTINI, M.Pd",4406363.0,Padat/Kumuh,A
2.0100683E7,SDN Semper Barat 02 Pt.,"Jl. Raya Tugu Semper No. 1, Semper Barat, Cilincing",298.0,15.0,H.Mansur S.Pd,4.4834223E7,Baik,B
2.0100684E7,SDN Semper Barat 03 Pg.,"Jl. Kapuas Raya, Semper Barat, Cilincing",435.0,19.0,"Amir Mansur, S.Pd",4401514.0,Banjir,A
2.0100685E7,SDN Semper Barat 04 Pt.,"Jl. Sungai Kapuas Raya, Semper Barat, Cilincing",332.0,13.0,"SITI ASIAH, M.Pd",4.4832015E7,Banjir,B
2.0100686E7,SDN Semper Barat 05 Pg.,"Jl. F Kebon Baru No.27, Semper Barat, Cilincing",393.0,27.0,Drs. H. Sadiyo. M. Si,4408431.0,Padat/Kumuh,A
2.0100633E7,SDN Semper Barat 07 Pg.,"Jl. Pepaya V No. 20, Semper Barat, Cilincing",421.0,16.0,"RAJA PASARIBU, S.Pd.",2.14400118E8,Padat/Kumuh,A
2.0100597E7,SDN Semper Barat 08 Pt.,"Jl. Pepaya V No. 20, Semper Barat, Cilincing",409.0,15.0,"SAHALA GULTOM, S.Pd",4414504.0,Padat/Kumuh,A
2.0100582E7,SDN Semper Barat 09 Pg.,"Jl. F. No. 1 Kebon Baru, Semper Barat, Cilincing",377.0,18.0,"YUANA SUPRIYATI, M.Pd",4401613.0,Banjir,A
2.0104909E7,SDN Semper Barat 10 Pt.,"Jl. F. No. 1 Kb Baru, Semper Barat, Cilincing",289.0,14.0,SONTIA SIBUEA,2.144837319E9,Baik,B
2.0100584E7,SDN Semper Barat 11 Pg.,"Jl. Kapuas Raya, Semper Barat, Cilincing",454.0,19.0,"L. Suratna, M.Pd",4400289.0,Baik,A
2.0100585E7,SDN Semper Barat 12 Pt.,"Jl. Kapuas Raya Rt. 006/ 01, Semper Barat, Cilincing",415.0,18.0,"HJ. YULI EKOWATI, M.PD",4412766.0,Padat/Kumuh,A
2.0100586E7,SDN Semper Barat 13 Pg.,"Jl. Pemadam Kebakaran, Semper Barat, Cilincing",425.0,33.0,"Cut Rosyidah, S.Pd, M.Si",4.4835322E7,Baik,A
2.0104911E7,SDN Semper Barat 15 Pg.,"Jl. Sitandui Raya, Semper Barat, Cilincing",298.0,16.0,"Sunarto, M.pd",4415946.0,Baik,A
2.0104912E7,SDN Semper Timur 01 Pg.,"Jl. Kebantenan V No. 35, Semper Timur, Cilincing",325.0,15.0,"Hj. MARTINI, M. Pd",4416353.0,Baik,A
2.0104913E7,SDN Semper Timur 02 Pt.,"Jl. Kebantenan V, Semper Timur, Cilincing",285.0,13.0,"Mamik Suparmi, S.Pd",2.144835586E9,Baik,B
2.0104914E7,SDN Semper Timur 03 Pg.,"Jl. Kebantenan IV/ 19, Semper Timur, Cilincing",361.0,11.0,"M. Rodhy S, S.Ag",4.4832272E7,Baik,A
2.010059E7,SDN Semper Timur 04 Pt.,"Jl. Kebantenan IV/ 19, Semper Timur, Cilincing",326.0,13.0,"Drs.H.Umar Mukri, M.Si",4.4831569E7,Baik,B
2.0100591E7,SDN Semper Timur 05 Pg.,"Jl. Kebantenan IV/ 19, Semper Timur, Cilincing",360.0,14.0,,4.483281E7,Baik,B
2.0104915E7,SDN Semper Timur 07 Pg.,"Jl. Kebantenan IV No 35, Semper Timur, Cilincing",277.0,14.0,"Hj. MUTIRAH, S.Pd.M.MPd",4409471.0,Baik,A
2.0104674E7,SDN Senen 03 Pg.,"Jl. Abdul Rahman Saleh I/ 8, Senen, S e n e n",170.0,10.0,"Yulianto, S.Ag",3.4831348E7,Baik,A
2.0104675E7,SDN Serdang 01 Pg.,"Jl. Lapangan Pors, Serdang, Kemayoran",344.0,15.0,"Sugiharti, M.Pd",2.14225484E8,Baik,B
2.0104676E7,SDN Serdang 03 Pg.,"Jl. Lapangan Pors, Serdang, Kemayoran",299.0,17.0,"CECEP KURNIA, S. Pd",4.2881015E7,Baik,B
2.0104679E7,SDN Serdang 05 Pg.,"Jl. Eka Lima RT 09/03 Serdang, Serdang, Kemayoran",441.0,19.0,MUGHINAH,4228526.0,Baik,A
2.0104681E7,SDN Serdang 07 Pg.,"Jl. Kp. Irian II No. 24, Serdang, Kemayoran",230.0,14.0,"JUBAIDAH, S.Pd.",021-4254488,Padat/Kumuh,B
2.0104682E7,SDN Serdang 09 Pg.,"Jl. Kp. Irian II No. 24 Serdang, Serdang, Kemayoran",374.0,11.0,"SUKATI, S.Pd, M.M",4.288284E7,Padat/Kumuh,A
2.0104683E7,SDN Serdang 11 Pg.,"Jl. Kp. Irian II No. 24, Serdang, Kemayoran",283.0,11.0,"Hj.Lily Salyanti, S.Pd",021-4255243,Banjir,B
2.0104684E7,SDN Serdang 12 Pt.,"Jl. Kp. Irian II No. 24, Serdang, Kemayoran",143.0,8.0,Sudiarto,021-4227768,Banjir,B
2.0104685E7,SDN Serdang 13 Pg.,"Jl. Serdang Baru XIII No.48, Serdang, Kemayoran",276.0,10.0,"Sukirah, S.Pd",021-4249401,Baik,B
2.0106186E7,SDN Setiabudi 01 Pg.,"Jl. Setiabudi Barat No. 8 K, Setia Budi, Setia Budi",162.0,10.0,"Joko Suwito, S.Pd. M.M",2.9110748E7,Baik,B
2.0103465E7,SDN Setu 01 Pg.,"Jl. Rukun, Setu, Cipayung",416.0,16.0,"SURIANI PAKPAHAN, MMPd",8.4974341E7,Baik,B
2.0103464E7,SDN Setu 02 Pg.,"Jl. Rukun Setu, Setu, Cipayung",375.0,14.0,"ENCE SOPYAN, M.M.Pd",8.4974547E7,Baik,A
2.0103463E7,SDN Setu 03 Pt.,"Jl. Rukun Setu, Setu, Cipayung",388.0,15.0,"SISWANTO, S.Pd",021-84901350,Baik,B
2.0103462E7,SDN Setu 04 Pt.,"Jl. Rukun, Setu, Cipayung",368.0,14.0,"SITI MASLIKAH, S.Pd, MM",021 84974547,Baik,B
2.0105495E7,SDN Slipi 01 Pg.,"Jl. K.S. Tubun III No. 40, Slipi, Palmerah",225.0,12.0,"HARLIATI, S.Pd",5.3677891E7,Baik,A
2.0105496E7,SDN Slipi 03 Pg.,"Jl. K.S. Tubun III No. 40, Slipi, Palmerah",225.0,9.0,,5363773.0,Baik,A
2.0105498E7,SDN Slipi 05 Pg.,"Jl. K.S. Tubun III No. 40, Slipi, Palmerah",203.0,10.0,,5.3651387E7,Baik,A
2.0105499E7,SDN Slipi 07 Pg.,"Jl. G. II, Slipi, Palmerah",625.0,29.0,Dra. ENDANG KARTININGSIH,5356980.0,Baik,A
2.0105501E7,SDN Slipi 11 Pg.,"Jl. Z Slipi Dalam Rt. 11/02, Slipi, Palmerah",182.0,9.0,"LATIFAH, S.Pd, M.M",021 - 53652646,Padat/Kumuh,A
2.0101429E7,SDN Slipi 12 Pg.,"Jl. Z Slipi Dalam, Slipi, Palmerah",133.0,8.0,Latifah,5304661.0,Padat/Kumuh,B
2.0101428E7,SDN Slipi 15 Pg.,"Jl. K.S. Tubun III Dalam, Slipi, Palmerah",192.0,10.0,"EMMI SINAGA, S.Pd.",021-53652739,Baik,A
2.0105505E7,SDN Slipi 18 Pg.,"Jl. K.S. Tubun III Dalam No. 37, Slipi, Palmerah",179.0,11.0,"Nurhayati Ginting, S.Pd",021-53673044,Baik,A
2.0105506E7,SDN Srengseng 01 Pg.,"Jl. Raya Srengseng, Meruya Srengseng, Kembangan",351.0,13.0,"NURHAIDA SIREGAR, S.Pd",2.15890074E9,Baik,B
2.01013E7,SDN Srengseng 02 Pt.,"Jl. Raya Srengseng, Meruya Srengseng, Kembangan",285.0,13.0,Lyes Nursiyati,021-58900734,Baik,B
2.0105508E7,SDN Srengseng 03 Pg.,"Jl.Perumahan Taman Kebon Jeruk, Meruya Srengseng, Kembangan",281.0,13.0,"Dra. Dwi Kustiarini, MM",2.15890776E9,Baik,B
2.0105509E7,SDN Srengseng 04 Pg.,"Jl. Raya Srengseng No. 24A, Meruya Srengseng, Kembangan",256.0,11.0,"Hj. ZUBAEDAH, S.Pd. MM",2.158900746E9,Baik,A
2.010551E7,SDN Srengseng 05 Pg.,"Jl. Raya Srengseng No. 56, Meruya Srengseng, Kembangan",324.0,13.0,"M.M. Sulastri, S.Pd., M.M",5.8904116E7,Baik,A
2.0105511E7,SDN Srengseng 06 Pg.,"Jl. Srengseng Raya No. 56, Meruya Srengseng, Kembangan",361.0,13.0,Drs. H. Syaiful Anwar,021-5867477,Baik,A
2.0105512E7,SDN Srengseng 07 Pt.,"Jl. Raya Srengseng, Meruya Srengseng, Kembangan",216.0,11.0,ZUBAEDAH,021 - 58900712,Baik,A
2.0105513E7,SDN Srengseng 08 Pt.,"Jl. Raya Srengseng No. 56, Meruya Srengseng, Kembangan",331.0,12.0,"MUHAMMAD SYAFEI, S.Pd.",021-58900732,Baik,A
2.0102247E7,SDN Srengseng Sawah 01 Pg.,"Jl. Moch. Kahfi II No.16, Srengseng Sawah, Jagakarsa",248.0,13.0,"IRAWAN, S.Pd",7.8880441E7,Baik,A
2.0106188E7,SDN Srengseng Sawah 02 Pt.,"Jl. Moh. Kahfi II, Srengseng Sawah, Jagakarsa",209.0,9.0,"JAMILAHWATI, S. Ag.",7873172.0,Baik,A
2.0106189E7,SDN Srengseng Sawah 03 Pg.,"Jl. Moh. Kahfi II Rt. 001/05, Srengseng Sawah, Jagakarsa",264.0,10.0,"Untung Budi Hariyanto, S Pd",7.8887873E7,Baik,A
2.0102246E7,SDN Srengseng Sawah 04 Pg.,"Jl. Srengseng Sawah, Srengseng Sawah, Jagakarsa",333.0,16.0,"Sukatmi, S.Pd",7872241.0,Baik,B
2.0106191E7,SDN Srengseng Sawah 05 Pt.,"Jl. Srengseng Sawah Rt. 05/07, Srengseng Sawah, Jagakarsa",274.0,13.0,,2.17870913E8,Baik,A
2.0106192E7,SDN Srengseng Sawah 06 Pg.,"Jl. Srengseng Sawah, Srengseng Sawah, Jagakarsa",475.0,20.0,"Hj. Siti Ramdah, S.Pd",7867718.0,Baik,A
2.0106193E7,SDN Srengseng Sawah 07 Pg.,"Jl. Srengseng Sawah No. 10, Srengseng Sawah, Jagakarsa",340.0,14.0,MAMAH S.Ag,7869107.0,Baik,A
2.0106194E7,SDN Srengseng Sawah 08 Pg.,"Jl. Srengseng Sawah No. 10, Srengseng Sawah, Jagakarsa",398.0,17.0,"Hj. Nurbaiti, S.Pd",7874239.0,Baik,B
2.0102244E7,SDN Srengseng Sawah 10 Pt.,"Jl. Moh. Kahfi II, Srengseng Sawah, Jagakarsa",193.0,11.0,"JAMILAHWATI, S.Ag",(021) 7873762,Baik,A
2.0106195E7,SDN Srengseng Sawah 11 Pg.,"Jl. Bina Warga Rt.08/07 No.73, Srengseng Sawah, Jagakarsa",333.0,18.0,"Drs. Abdul Hafiz , M.Pd",7872264.0,Baik,A
2.0106196E7,SDN Srengseng Sawah 12 Pg.,"Jl. H. Sibi, Srengseng Sawah, Jagakarsa",392.0,15.0,"MURJAYA, S.Pd",7.8880324E7,Baik,A
2.0106197E7,SDN Srengseng Sawah 13 Pt.,"Jl. Srengseng Sawah No. 10, Srengseng Sawah, Jagakarsa",270.0,12.0,"SRI SEDYOWATI, S.Pd",7.8885551E7,Baik,A
2.0106198E7,SDN Srengseng Sawah 14 Pg.,"Jl. H. Sibi, Srengseng Sawah, Jagakarsa",329.0,16.0,"SUKIRMAN, S.Pd",7.8886035E7,Baik,A
2.0106199E7,SDN Srengseng Sawah 15 Pg.,"Jl. Gardu, Srengseng Sawah, Jagakarsa",557.0,22.0,"Irawan, S.Pd.",021-7873645,Baik,B
2.0106201E7,SDN Srengseng Sawah 17 Pg.,"Jl. Srengseng Sawah Rt.007/09, Srengseng Sawah, Jagakarsa",431.0,18.0,"Dra. Hj. Lily Kristiandari, M.",7.8886937E7,Baik,A
2.0105514E7,SDN Sukabumi Selatan 01 Pg.,"Jl. Panjang Sukabumi Selatan, Sukabumi Selatan, Kebon Jeruk",274.0,11.0,"Sukran Suharja, M.Pd",021-5362272,Baik,A
2.0101181E7,SDN Sukabumi Selatan 02 Pt.,"Jl. Raya Sukabumi Selatan, Sukabumi Selatan, Kebon Jeruk",202.0,12.0,Maisyuroh,5.3677587E7,Baik,B
2.0105515E7,SDN Sukabumi Selatan 03 Pg.,"Jl. Raya Sukabumi, Sukabumi Selatan, Kebon Jeruk",316.0,13.0,"Hj.MURIYAH,M.Pd",5333315.0,Baik,A
2.0101179E7,SDN Sukabumi Selatan 04 Pt.,"Jl. Panjang Sukabumi Selatan, Sukabumi Selatan, Kebon Jeruk",231.0,11.0,"Hj.Muriyah, M.Pd",5305327.0,Baik,B
2.0105516E7,SDN Sukabumi Selatan 05 Pg.,"Jl. KPBD Rt 09/01 No.50, Sukabumi Selatan, Kebon Jeruk",240.0,15.0,"Merry Herlina, S.Pd",5332611.0,Baik,A
2.0105517E7,SDN Sukabumi Selatan 06 Pg.,"Jl. Z Sukabumi Selatan, Sukabumi Selatan, Kebon Jeruk",336.0,13.0,"Tri Arina, S. Pd",5358003.0,Baik,A
2.0105518E7,SDN Sukabumi Selatan 07 Pg.,"Jl. Raya Pos Pengumben, Sukabumi Selatan, Kebon Jeruk",191.0,12.0,"Hj. TAHIYAH, M.Pd",5364340.0,Banjir,B
2.0101175E7,SDN Sukabumi Selatan 08 Pg.,"Jl. Raya Pos Pengumben, Sukabumi Selatan, Kebon Jeruk",216.0,10.0,"Mahpud Kamil, S.Pd",5.3675847E7,Banjir,B
2.0105519E7,SDN Sukabumi Utara 01 Pg.,"Jl. Adam Rt. 005/ 011 No. 1, Sukabumi Utara, Kebon Jeruk",275.0,12.0,Derasman,5327541.0,Baik,A
2.0101187E7,SDN Sukabumi Utara 02 Pt.,"Jl. Adam Rt. 005/ 011, Sukabumi Utara, Kebon Jeruk",194.0,9.0,"H. Derasman, S.Pd",5344250.0,Baik,B
2.010552E7,SDN Sukabumi Utara 03 Pt.,"Jl. Harun Raya, Sukabumi Utara, Kebon Jeruk",217.0,11.0,"Usman, S.Pd,M.M",5.3676744E7,Baik,B
2.0101199E7,SDN Sukabumi Utara 04 Pg.,"Jl. Daud Raya, Sukabumi Utara, Kebon Jeruk",215.0,13.0,"HJ. NURHAYATI, SPd",5363702.0,Banjir,B
2.0105521E7,SDN Sukabumi Utara 05 Pg.,"Jl. Salam III, Sukabumi Utara, Kebon Jeruk",238.0,11.0,Drs. MAS'UD,021-53678988,Baik,B
2.0101197E7,SDN Sukabumi Utara 06 Pg.,"Jl. Salam III Rt. 004/ 06, Sukabumi Utara, Kebon Jeruk",144.0,9.0,Dra. SIDIG HENING KUSTIWI,021 5303959,Baik,A
2.0105522E7,SDN Sukabumi Utara 07 Pg.,"Jl. Salam Raya Rt., Sukabumi Utara, Kebon Jeruk",178.0,12.0,"AMIRULLAH, M.Pd",5.3652773E7,Baik,A
2.0105523E7,SDN Sukabumi Utara 08 Pg.,"JL. SULAIMAN, Sukabumi Utara, Kebon Jeruk",175.0,11.0,"H. ABDUL HADI,S.Pd",5301210.0,Banjir,A
2.0105524E7,SDN Sukabumi Utara 09 Pg.,"Jl. Yusuf No.5, Sukabumi Utara, Kebon Jeruk",216.0,11.0,"Dufiyati, S.Pd",5301070.0,Banjir,A
2.0101193E7,SDN Sukabumi Utara 10 Pg.,"Jl. Harun Raya No.49, Sukabumi Utara, Kebon Jeruk",277.0,16.0,"USMAN,S.Pd,MM",5328707.0,Baik,A
2.0100593E7,SDN Sukapura 01 Pg.,"Jl. Beo No.15 Komp.Walikota, Suka Pura, Cilincing",442.0,14.0,"Rosmawati Napitupulu, S.Pd",4411729.0,Baik,A
2.0104916E7,SDN Sukapura 02 Pg.,"Jl. Kompi Jenggot No.28, Suka Pura, Cilincing",365.0,15.0,"Hj. SRI SUMARTINI, S.Pd. M.Si.",4413512.0,Padat/Kumuh,A
2.0100595E7,SDN Sukapura 03 Pt.,"Jl. Kompi Jenggot No.28, Suka Pura, Cilincing",347.0,14.0,"Hj. SRI SUMARTINI, S.Pd, M.Si.",4405097.0,Padat/Kumuh,A
2.0100596E7,SDN Sukapura 04 Pg.,"Jl. Tipar Cakung Gg. Bambu Kuning, Suka Pura, Cilincing",345.0,13.0,"NINIK IYAH JASIAH, S.Pd",4.4830723E7,Baik,A
2.0104917E7,SDN Sukapura 05 Pg.,"Jl. Tipar Cakung Rt. 007/ 04, Suka Pura, Cilincing",394.0,18.0,"LISTRAWATI, S.Pd, M.Si",4412647.0,Padat/Kumuh,A
2.0104918E7,SDN Sukapura 06 Pt.,"Komp. WaLIKOTA Jl. Beo No.15, Suka Pura, Cilincing",406.0,19.0,"Dra. NUNUK TATI T, M.Pd",4.4830257E7,Baik,A
2.0104687E7,SDN Sumur Batu 01 Pg.,"Jl. Sumur Batu Raya, Gang CC, No. 40, Sumur Batu, Kemayoran",332.0,13.0,"Dra. SRI RIYANTINI, MM",(021) 42800074,Baik,A
2.0104688E7,SDN Sumur Batu 03 Pg.,"Jl. Sumur Batu Utara No. 2, Sumur Batu, Kemayoran",238.0,11.0,"IRIANI LESTARI, S.Pd",2.14251219E8,Banjir,B
2.0104689E7,SDN Sumur Batu 04 Pg.,"Jl. Sumur Batu Utara No. 2, Sumur Batu, Kemayoran",230.0,11.0,Drs. JUMINA.M.M,4.2801219E7,Padat/Kumuh,B
2.010469E7,SDN Sumur Batu 06 Pg.,"Jl. Sumur Batu Utara No. 2, Sumur Batu, Kemayoran",344.0,25.0,"Tri Firgiyanti, S. Pd, MM",2.142886516E9,Padat/Kumuh,A
2.0104692E7,SDN Sumur Batu 08 Pg.,"Jl. Sumur Batu Utara No. 2, Sumur Batu, Kemayoran",329.0,14.0,Bambang Purnomo,4.2885809E7,Padat/Kumuh,A
2.0104693E7,SDN Sumur Batu 10 Pg.,"Jl. Sumur Batu Utara No. 2, Sumur Batu, Kemayoran",281.0,14.0,"Flora Sianipar, S.Pd, M.M",4266939.0,Padat/Kumuh,A
