npsn,nama_sekolah,alamat,jumlah_siswa,jumlah_guru,kepala_sekolah,telepon,kondisi_lingkungan,akreditasi
2.0104841E7,SDN Ancol 01 Pg.,"Jl. Parang Tritis VI No. 2, Ancol, Pademangan",558.0,20.0,"Haryanti, S.Pd",021 - 69830451,Baik,A
2.0104842E7,SDN Ancol 03 Pg.,"Jl. Kampung Muka No. 419, Ancol, Pademangan",416.0,16.0,"Hj. Mulyati, S.Pd, M.Si",2.16926285E8,Padat/Kumuh,A
2.0101023E7,SDN Ancol 04 Pt.,"Jl. Kampung Muka No.420, Ancol, Pademangan",320.0,14.0,"Hartini, S.Pd.MM.",021-6930457,Padat/Kumuh,B
2.0105139E7,SDN Angke 01 Pg.,"Jl. Angke Indah Gg. V, Angke, Tambora",525.0,21.0,"LELA KODARIAH, S.Pd",6.3862863E7,Padat/Kumuh,A
2.0102028E7,SDN Angke 03 Pg.,"Jl. Angke Indah Gg. VII, Angke, Tambora",220.0,11.0,"HARYANTO, S. Pd",6308054.0,Baik,A
2.0102027E7,SDN Angke 04 Pt.,"Jl. Angke Indah Gg. V, Angke, Tambora",222.0,11.0,Sri Nurhayati Dewi,6.3866046E7,Padat/Kumuh,B
2.0105143E7,SDN Angke 05 Pg.,"Jl. Angke Indah I Gg. V NO.8, Angke, Tambora",272.0,11.0,SRI NURHAYATI DEWI,021- 63860833,Baik,B
2.0102025E7,SDN Angke 06 Pg.,"Jl. Angke Indah Gg. V, Angke, Tambora",295.0,13.0,PULUNG,6315881.0,Padat/Kumuh,B
2.0104316E7,SDN Bale Kambang 01 Pg.,"Jl. Munggang Gg. Rawa Elok, Bale Kembang, Kramat Jati",415.0,15.0,"LULUT SUPARMI,S.Pd.SD",8007910.0,Banjir,B
2.0104315E7,SDN Bale Kambang 03 Pg.,"Jl. Gardu Rt. 001/ 02, Bale Kembang, Kramat Jati",457.0,20.0,"Supartinah,S.Pd, MM",021- 8002815,Baik,B
2.0108665E7,SDN Balimester 01 Pg.,"Jl. Matraman Raya No. 226, Bali Mester, Jatinegara",251.0,12.0,"Dra. Resmiyati Mulyani, MM",8.5903773E7,Baik,A
2.0108667E7,SDN Balimester 02 Pt.,"Jl. Matraman Raya No. 226, Bali Mester, Jatinegara",295.0,14.0,Redise Gultom,8.5905543E7,Baik,B
2.0108668E7,SDN Balimester 03 Pt.,"Jl. Matraman Raya No. 177, Bali Mester, Jatinegara",330.0,17.0,Dra. WENING ESTININGSIH,8.5905122E7,Baik,B
2.0108976E7,SDN Balimester 06 Pg.,"Jl. Jatinegara Barat IV/ 12, Bali Mester, Jatinegara",233.0,11.0,"Mawarni Hutabarat,M.MPd",8.5907767E7,Padat/Kumuh,C
2.0108669E7,SDN Balimester 07 Pt.,"Jl. Jatinegara Barat IV/ 12, Bali Mester, Jatinegara",188.0,8.0,"Euis Sri Riwayati, S.Pd, M.M",2.185913961E9,Baik,B
2.0104314E7,SDN Bambu Apus 01 Pg.,"Jl. Bambu Apus Raya, Bambu Apus, Cipayung",388.0,17.0,"Hj.Rr. Sri Kusdianti, M.Pd",021-8449868,Baik,A
2.0104313E7,SDN Bambu Apus 02 Pg.,"Jl. Bambu Apus Raya, Bambu Apus, Cipayung",394.0,15.0,"Sri Mulyati, S.Pd",8448878.0,Baik,B
2.0104312E7,SDN Bambu Apus 03 Pg.,"Jl. Bambu Hijau, Bambu Apus, Cipayung",798.0,31.0,"APUD SYARIFUDIN, S.Pd",8.4598828E7,Baik,A
2.0104311E7,SDN Bambu Apus 04 Pg.,"Jl. Laksamana VIII PAD TMII, Bambu Apus, Cipayung",433.0,18.0,"ISMIATUN, M.Pd.",2.18485584E8,Baik,B
2.0104291E7,SDN Bambu Apus 05 Pg.,"Jl. Laksamana VIII PAD TMII, Bambu Apus, Cipayung",439.0,17.0,"Hj.SRI PENI,S.Pd,SD,M.M",021-8485607,Padat/Kumuh,B
2.0103134E7,SDN Bangka 01 Pg.,"Jl. Kemang Timur. XVIII No. 39, Bangka, Mampang Prapatan",336.0,12.0,"AMAN FIRMANSYAH, S.Pd",2.17190955E8,Baik,A
2.0105813E7,SDN Bangka 03 Pg.,"Jl. Kemang Timur XI, Bangka, Mampang Prapatan",233.0,11.0,T. Sri Umi Widiyaningsih,7199337.0,Banjir,A
2.0103146E7,SDN Bangka 05 Pg.,"Jl. Kemang Selatan I, Bangka, Mampang Prapatan",185.0,11.0,"SUBARYANTO, S.Pd",021-7180943,Banjir,A
2.0103145E7,SDN Bangka 06 Pg.,"Jl. Kemang Selatan I, Bangka, Mampang Prapatan",208.0,10.0,"SUMILAH, S. Pd.",7181806.0,Banjir,A
2.0103144E7,SDN Bangka 07 Pg.,"Jl. Kemang Timur XI, Bangka, Mampang Prapatan",168.0,11.0,"Mariana Tambunan, S.Pd, M.Si",021-7193611,Banjir,A
2.0108989E7,SDN Baru 01 Pg.,"Jl. R.A. Fadillah, Baru, Pasar Rebo",328.0,16.0,"H. A. SUMARTA, S. Ag.",8402627.0,Baik,A
2.0108997E7,SDN Baru 02 Pg.,"Jl. R.A. Fadillah Cijantung III, Baru, Pasar Rebo",421.0,17.0,"SUKARNI,S.Pd.SD",8.7796376E7,Baik,A
2.010899E7,SDN Baru 03 Pg.,"Jl. Gotong Royong, Baru, Pasar Rebo",569.0,23.0,"Mukti Rasyid,S.Pd",8706843.0,Baik,A
2.0108812E7,SDN Baru 05 Pg.,"Jl. Puskesmas No. 34, Baru, Pasar Rebo",325.0,12.0,"RATNAWATI,S.Pd SD",8414255.0,Baik,A
2.0108813E7,SDN Baru 06 Pg.,"Jl. Puskesmas, Baru, Pasar Rebo",276.0,16.0,"NURJENNY SIMANJUNTAK, S.Pd.",8.778165E7,Baik,A
2.010867E7,SDN Baru 07 Pg.,"Jl. RA. Fadillah Cijantung III, Baru, Pasar Rebo",461.0,19.0,MUDIARTI,2.1841536E8,Baik,A
2.0109093E7,SDN Baru 08 Pg.,"Jl. Sawo, Baru, Pasar Rebo",425.0,16.0,"Hj.HERNI UMAR, S.Pd",8706259.0,Baik,A
2.010427E7,SDN Batu Ampar 01 Pg.,"Jl. Raya Bogor, Batu Ampar, Kramat Jati",374.0,18.0,"Hj. YAYUK HARTINI, S.Pd",021-8003243,Baik,A
2.0104269E7,SDN Batu Ampar 02 Pg.,"Jl. Batu Ampar III No.2, Batu Ampar, Kramat Jati",436.0,16.0,"Hj.Feriatny, S.Pd.MM.",8014619.0,Baik,B
2.0104268E7,SDN Batu Ampar 03 Pg.,"Jl. Batu Ampar III, Batu Ampar, Kramat Jati",416.0,15.0,"SUHERNAH, M.MPd",8090041.0,Baik,A
2.0104266E7,SDN Batu Ampar 05 Pg.,"Jl. SMPN 126, Batu Ampar, Kramat Jati",253.0,10.0,SULANDJARI,8004932.0,Banjir,B
2.0104265E7,SDN Batu Ampar 06 Pg.,"Jl. Batu Jamrut, Batu Ampar, Kramat Jati",460.0,14.0,"SUHARTATI,M.MPd",8016957.0,Baik,A
2.0104264E7,SDN Batu Ampar 07 Pg.,"Jl. SMPN 126, Batu Ampar, Kramat Jati",259.0,10.0,"BUNARI, S. Pd, MM",8007207.0,Padat/Kumuh,B
2.0104263E7,SDN Batu Ampar 08 Pg.,"Jl. Damai Rt. 007/ 03 No. 60, Batu Ampar, Kramat Jati",308.0,12.0,Elizabeth Darmastuti,8415685.0,Baik,A
2.0109225E7,SDN Batu Ampar 09 Pg.,"Jl. Damai Rt. 007/ 03 No. 60, Batu Ampar, Kramat Jati",269.0,12.0,"BERNARDINE PRAPTININGSIH, S. P",8404543.0,Baik,A
2.0108788E7,SDN Batu Ampar 10 Pg.,"Jl. SMPN 126, Batu Ampar, Kramat Jati",308.0,9.0,"NURSIDAH,S.Pd.M.M",(021) 8014806,Baik,B
2.0104262E7,SDN Batu Ampar 11 Pg.,"Jl. Batu Ampar II No. 88, Batu Ampar, Kramat Jati",426.0,16.0,SONTA PARDEDE,8011475.0,Baik,A
2.0104261E7,SDN Batu Ampar 12 Pg.,"Jl. Batu Ampar III, Batu Ampar, Kramat Jati",420.0,15.0,SUHARNO,8014917.0,Baik,A
2.010426E7,SDN Batu Ampar 13 Pg.,"Jl. Masjid Condet, Batu Ampar, Kramat Jati",430.0,15.0,"Maryati, M.MPd",2.18095094E8,Baik,A
2.010039E7,SDN Bendungan Hilir 01 Pg.,"Jl. D. Toba Pejompongan, Bendungan Hilir, Tanah Abang",764.0,34.0,"ROSMALINA BR PAYUNG, SPd",2.15720347E8,Baik,B
2.0100392E7,SDN Bendungan Hilir 05 Pg.,"Jl. Danau Limboto no. 9, Bendungan Hilir, Tanah Abang",290.0,16.0,Ani Ismani,5731168.0,Baik,A
2.0100379E7,SDN Bendungan Hilir 09 Pg.,"Jl. Danau Tondano No.10, Bendungan Hilir, Tanah Abang",341.0,15.0,Rukdi,5719844.0,Baik,A
2.010448E7,SDN Bendungan Hilir 11 Pg.,"Jl. Taman Bend. Jati Luhur, Bendungan Hilir, Tanah Abang",115.0,11.0,,5709482.0,Baik,B
2.0104481E7,SDN Bendungan Hilir 12 Pg.,"Jl. Taman Bend. Jati Luhur, Bendungan Hilir, Tanah Abang",253.0,15.0,"H. Hidayat, SH, M.Pd",5720873.0,Baik,A
2.0109019E7,SDN Bidaracina 01 Pg.,"Jl. Sensus Raya II No.02, Bidara Cina, Jatinegara",325.0,17.0,"Norsita Sinaga, S.Pd. MM.",8575961.0,Baik,A
2.0108387E7,SDN Bidaracina 03 Pg.,"Jl. Setia No. 10, Bidara Cina, Jatinegara",343.0,15.0,"Rosiana Sinaga, S.Pd.MM",8.5906091E7,Banjir,A
2.0108389E7,SDN Bidaracina 05 Pg.,"Jl. Tanjung Lengkong No.51, Bidara Cina, Jatinegara",392.0,16.0,Nardi,2.9621727E7,Banjir,A
2.0103143E7,SDN Bintaro 01 Pg.,"Jl. Bintaro Permai III, Bintaro, Pesanggrahan",436.0,16.0,Sufiyati Yasmi,7364713.0,Baik,A
2.0103142E7,SDN Bintaro 02 Pg.,"Jl. Bintaro Permai III, Bintaro, Pesanggrahan",414.0,16.0,"SUGENG, S.Pd",7.3887585E7,Baik,B
2.0105814E7,SDN Bintaro 03 Pg.,"Jl. Rawapapan, Bintaro, Pesanggrahan",229.0,14.0,"Dra. HJ. Rosna Dewi Pane, MM",7370490.0,Baik,A
2.010314E7,SDN Bintaro 04 Pg.,"Jl. Rawa Papan, Bintaro, Pesanggrahan",427.0,18.0,"Tahyan Alisaripudin, S. Pd",2.17376262E8,Baik,A
2.0103139E7,SDN Bintaro 05 Pg.,"Jl. Komplek. IKPN, Bintaro, Pesanggrahan",385.0,15.0,Naji Supriatna,7.3884367E7,Banjir,B
2.0103138E7,SDN Bintaro 06 Pt.,"Jl. Bintaro Permai III, Bintaro, Pesanggrahan",267.0,13.0,"Hj. Cucu Sumiarsih, S.Pd",(021) 7343799,Padat/Kumuh,A
2.0103137E7,SDN Bintaro 08 Pg.,"Jl. MKJ III Bintaro, Bintaro, Pesanggrahan",463.0,19.0,"Drs. Bambang Triono, M.Th",021-7373184,Baik,B
2.0103136E7,SDN Bintaro 09 Pg.,"Jl. MKJ III Bintaro, Bintaro, Pesanggrahan",447.0,15.0,"Hj. SUPRIYATI, S.Pd",7379638.0,Baik,B
2.0103135E7,SDN Bintaro 10 Pt.,"Jl. Bintaro Permai III, Bintaro, Pesanggrahan",176.0,13.0,"KESIA SIMANJUNTAK, S.Pd",7372662.0,Padat/Kumuh,B
2.0103148E7,SDN Bintaro 11 Pg.,"Jl. Bintaro Permai III, Bintaro, Pesanggrahan",337.0,14.0,"SUGENG, S.Pd",7.3885888E7,Baik,A
2.0103149E7,SDN Bintaro 12 Pg.,"Jl. Kesehatan VI, Bintaro, Pesanggrahan",492.0,20.0,"Drs. SUTARMO, M.Pd",7379411.0,Baik,B
2.010315E7,SDN Bintaro 13 Pg.,"Jl. Kesehatan VI, Bintaro, Pesanggrahan",428.0,17.0,"Hj. CUCU SUMIARSIH, S.Pd",7362771.0,Baik,A
2.0103159E7,SDN Bintaro 14 Pg.,"Jl. Mawar Dalam III, Bintaro, Pesanggrahan",486.0,21.0,"Drs. HARUN, MM",7378069.0,Baik,B
2.0103161E7,SDN Bukit Duri 01 Pg.,"Jl. Bukit Duri Tanjakan, Bukit Duri, T e b e t",267.0,10.0,"Neneng Sukatmi, S.Pd",8.3791104E7,Padat/Kumuh,A
2.0103163E7,SDN Bukit Duri 03 Pg.,"Jl. Peruk No. 32, Bukit Duri, T e b e t",431.0,16.0,"Syaein NS., S.Pd.I",8316118.0,Padat/Kumuh,A
2.0103164E7,SDN Bukit Duri 04 Pg.,"Jl. Peruk No. 32, Bukit Duri, T e b e t",226.0,10.0,"Dra. Harwati, M.Pd",021-83790708,Baik,B
2.0105821E7,SDN Bukit Duri 05 Pg.,"Jl. Peruk Bukit DuriNo. 32, Bukit Duri, T e b e t",314.0,12.0,"Kertaningsih, S.Pd",2.18354674E8,Baik,A
2.0103156E7,SDN Bukit Duri 07 Pg.,"Jl. Peruk, Bukit Duri, T e b e t",403.0,15.0,"ROKHANI, S.Pd",021-8316375,Baik,B
2.0103155E7,SDN Bukit Duri 09 Pg.,"Jl. Bukit Duri Tanjakan, Bukit Duri, T e b e t",291.0,13.0,"ETI YUNIARTI, M.Pd",8.3705319E7,Padat/Kumuh,B
2.0103154E7,SDN Bukit Duri 10 Pt.,"Jl. Bukit Duri Tanjakan, Bukit Duri, T e b e t",297.0,23.0,Drs. Supriyana,8.3705319E7,Padat/Kumuh,C
2.0103153E7,SDN Bukit Duri 11 Pg.,"Jl. Bukit Duri Tanjakan, Bukit Duri, T e b e t",183.0,8.0,ASIROHA SIPAYUNG,8.370877E7,Padat/Kumuh,A
2.010037E7,SDN Bungur 01 Pg.,"Jl. Angsana No. 4, Bungur, S e n e n",221.0,8.0,AH RUZAINI,4223710.0,Baik,A
2.0100371E7,SDN Bungur 02 Pt.,"Jl. Angsana No. 4, Bungur, S e n e n",189.0,8.0,HARDI PRIYONO,2.142878365E9,Baik,B
2.0100372E7,SDN Bungur 03 Pg.,"Jl. Angsana No. 4, Bungur, S e n e n",302.0,12.0,"Maman Sukmana, MM",2.142878423E9,Baik,A
2.0100373E7,SDN Bungur 04 Pt.,"Jl. Angsana No. 4, Bungur, S e n e n",193.0,9.0,"Hardi Priyono, S. Pd.",4220133.0,Baik,B
2.0104259E7,SDN Cakung Barat 01 Pg.,"Jl. Raya Bekasi Km. 23, Cakung Barat, Cakung",333.0,12.0,"SULASTRININGSIH, S.Pd",2.146830665E9,Padat/Kumuh,A
2.0104258E7,SDN Cakung Barat 02 Pg.,"Jl. Raya Bekasi Km. 23, Cakung Barat, Cakung",321.0,12.0,"Sentot Widjajanto, S.Pd",2.146825654E9,Padat/Kumuh,A
2.0104257E7,SDN Cakung Barat 03 Pg.,"Jl. Raya Bekasi Km. 23, Cakung Barat, Cakung",286.0,11.0,AKH JAWAHIR,2.14618243E8,Banjir,A
2.0104256E7,SDN Cakung Barat 04 Pg.,"Jl. Tipar Cakung, Cakung Barat, Cakung",691.0,24.0,"HENNY KUSTINI, S.Pd.MM",2.14683528E9,Baik,A
2.0104255E7,SDN Cakung Barat 05 Pg.,"Jl. Raya Bekasi Km. 23, Cakung Barat, Cakung",314.0,12.0,"NURSANTUN SILITONGA, S.Pd",2.146825653E9,Padat/Kumuh,A
2.0104271E7,SDN Cakung Barat 06 Pg.,"Jl. P. Komarudin Rt. 004/03, Cakung Barat, Cakung",281.0,10.0,Hj.Ning Endang Triasih S.Pd,2.146820556E9,Padat/Kumuh,B
2.0104272E7,SDN Cakung Barat 07 Pg.,"Jl. P. Komarudin, Cakung Barat, Cakung",290.0,12.0,"Drs. BARITA SITINDAON. S, Sm.H",2.146825241E9,Padat/Kumuh,B
2.0104273E7,SDN Cakung Barat 08 Pg.,"Jl. Tipar Cakung No. 77, Cakung Barat, Cakung",607.0,23.0,"SUPRIYANTO, S.Pd",2.14601946E8,Padat/Kumuh,B
2.0104288E7,SDN Cakung Barat 10 Pt.,"Jl. Raya Bekasi Km. 23, Cakung Barat, Cakung",341.0,14.0,"Drs.Nana Suryana,MM",2.146824273E9,Padat/Kumuh,B
2.0104287E7,SDN Cakung Barat 11 Pt.,"Jl. P. Komarudin Rt 004/03, Cakung Barat, Cakung",282.0,12.0,"Hj. Yuli Wuryantini, S.Pd",2.146820313E9,Baik,B
2.0104286E7,SDN Cakung Barat 12 Pt.,"Jl. Raya Bekasi Km. 23, Cakung Barat, Cakung",143.0,8.0,"USIANAAN RAJAGUKGUK, S.Pd",021 46834249,Padat/Kumuh,A
2.0104285E7,SDN Cakung Barat 13 Pg.,"Jl. Raya Bekasi Km. 23, Cakung Barat, Cakung",324.0,15.0,"Hj. Ely Yuniarti, S.Pd",4.6823021E7,Padat/Kumuh,A
2.0104283E7,SDN Cakung Barat 15 Pg.,"JL. TIPAR CAKUNG KP.BARU, Cakung Barat, Cakung",648.0,25.0,"SUDARMAN, S.Pd",2.14606141E8,Padat/Kumuh,B
2.0104281E7,SDN Cakung Barat 17 Pg.,"Jl. Tipar Cakung, Cakung Barat, Cakung",332.0,15.0,"NANI SUMARNI, MMPd",2.146822327E9,Baik,B
2.010428E7,SDN Cakung Barat 18 Pt.,"Jl. Raya Bks Km. 23, Cakung Barat, Cakung",170.0,8.0,"RITA SIRAIT, S.Pd",2.146820758E9,Padat/Kumuh,A
2.0104279E7,SDN Cakung Barat 22 Pt.,"Jl. P. Komarudin, Cakung Barat, Cakung",266.0,11.0,ENDANG DWI HARTININGSIH,2.146820425E9,Baik,B
2.0104278E7,SDN Cakung Timur 01 Pg.,"Jl. Raya Bekasi KM 25, Cakung Timur, Cakung",292.0,13.0,"Suparyati, S.Pd",2.146825449E9,Padat/Kumuh,B
2.0104277E7,SDN Cakung Timur 02 Pg.,"Jl. Tambun Rengas Rt. 02/ 07, Cakung Timur, Cakung",292.0,14.0,"Drs.KUSNADI, M.M.Pd",021 44852448,Baik,A
2.0104276E7,SDN Cakung Timur 03 Pg.,"JL. KAYU TINGGI, Cakung Timur, Cakung",424.0,14.0,,2.14607435E8,Baik,A
2.0104275E7,SDN Cakung Timur 04 Pg.,"Jl. Kayu Tinggi, Cakung Timur, Cakung",394.0,17.0,MASNAN GUNAWAN,2.146828048E9,Baik,A
2.0104274E7,SDN Cakung Timur 05 Pg.,"Jl. Tambun Rengas, Cakung Timur, Cakung",396.0,16.0,"ETY ROSNIAWATY, M.Pd",2.144851396E9,Baik,B
2.0104254E7,SDN Cakung Timur 06 Pg.,"Jl. Kayu Tinggi, Cakung Timur, Cakung",450.0,17.0,"Drs. Wawan Setiawan, MM",2.146822495E9,Baik,A
2.0104328E7,SDN Cakung Timur 07 Pt.,"Jl. Raya Bekasi Km. 25, Cakung Timur, Cakung",333.0,13.0,"Suyanti, S.Pd.",2.146826945E9,Padat/Kumuh,B
2.0104404E7,SDN Cakung Timur 08 Pt.,"Jl. Kayu Tinggi, Cakung Timur, Cakung",268.0,10.0,"ROSLIANI,S.Pd.MM.",4.6830954E7,Baik,B
2.0109211E7,SDN Cakung Timur 09 Pg.,"Jl. Kayu Tinggi, Cakung Timur, Cakung",361.0,13.0,"Drs. SUPARLAN,MM.",4.6821087E7,Baik,A
2.0104384E7,SDN Cakung Timur 10 Pg.,"Jl. Kayu Tinggi, Cakung Timur, Cakung",448.0,17.0,"Drs.Wawan Setiawan, MM",4.6823684E7,Baik,A
2.0104383E7,SDN Cawang 01 Pg.,"Jl. Dewi Sartika No. 200, Cawang, Kramat Jati",428.0,21.0,"Hj. Siti Rostina Susilawati, S",021-8017231,Baik,A
2.0104381E7,SDN Cawang 03 Pg.,"JL. TAMAN HARAPAN, Cawang, Kramat Jati",335.0,13.0,"IIS HERNIATI, S.Pd",8097431.0,Baik,A
2.010438E7,SDN Cawang 04 Pg.,"Jl. Jaani Nasir, Cawang, Kramat Jati",213.0,11.0,Anang Fazri,8012011.0,Baik,B
2.0104379E7,SDN Cawang 05 Pg.,"Jl. Dewi Sartika No. 200, Cawang, Kramat Jati",388.0,17.0,"Karyono, M.Pd",8014034.0,Baik,B
2.0104377E7,SDN Cawang 07 Pg.,"Jl. Ja'ani Nasir, Cawang, Kramat Jati",142.0,8.0,"CICILIA TRANGSASI,S.Pd",021-8001826,Baik,B
2.0104376E7,SDN Cawang 08 Pg.,"Jl. Ja'ani Nasir, Cawang, Kramat Jati",165.0,10.0,"Dra. ERMI YUNIARTI, M.Pd",(021) 8093523,Baik,B
2.0104375E7,SDN Cawang 09 Pg.,"Jl. Mesjid Bendungan III, Cawang, Kramat Jati",201.0,10.0,"NANA RUHYANA, SH",8094642.0,Baik,A
2.0104374E7,SDN Cawang 10 Pg.,"Jl. Mesjid Bendungan III, Cawang, Kramat Jati",203.0,11.0,"SANUN,S.Sos.M.Th",8.0872408E7,Baik,A
2.0104373E7,SDN Cawang 11 Pg.,"Jl. Cawang III, Cawang, Kramat Jati",99.0,8.0,"Romasni Malau G, M.Pd",2.180882961E9,Padat/Kumuh,B
2.0104372E7,SDN Cawang 12 Pg.,"Belakang RS UKI, Cawang, Kramat Jati",127.0,10.0,"Sudaryati, Spd",021-8009173,Padat/Kumuh,B
2.0104371E7,SDN Cawang 13 Pg.,"Jl. Ja'ani Nasir, Cawang, Kramat Jati",204.0,10.0,"SUHYO ANDAR HERDANA,S.Pd",8.0875453E7,Baik,A
2.010437E7,SDN Cawang 14 Pg.,"Jln. Jaani Nasir, Cawang, Kramat Jati",200.0,8.0,"B. Praptiningsih, S.Pd.",8009813.0,Padat/Kumuh,A
2.0104369E7,SDN Ceger 01 Pg.,"Jl. SMP 222, Ceger, Cipayung",506.0,18.0,Apud Syarifudin,021-8451078,Baik,A
2.0104385E7,SDN Ceger 02 Pg.,"Jl. Masjid No. 10, Ceger, Cipayung",702.0,27.0,TAMPING SUDIYONO,8445131.0,Baik,A
2.0104482E7,SDN Cempaka Baru 01 Pg.,"Jl. Cempaka Baru VII/ 45, Cempaka Baru, Kemayoran",394.0,16.0,"SUPARMI, S. Pd",4227914.0,Baik,A
2.0104483E7,SDN Cempaka Baru 02 Pg.,"Jl. Cempaka Baru VII/ 45, Cempaka Baru, Kemayoran",363.0,17.0,SRI HARYANI,4.2872463E7,Baik,A
2.0104484E7,SDN Cempaka Baru 03 Pg.,"Jl. Harapan Jaya No. 37, Cempaka Baru, Kemayoran",387.0,16.0,"Wahyuning, Spd",4258619.0,Baik,B
2.0104485E7,SDN Cempaka Baru 05 Pg.,"Jl. Sumur Batu Raya, Cempaka Baru, Kemayoran",310.0,15.0,"Suparsih, S.Pd, M.M",4262281.0,Baik,B
2.0104486E7,SDN Cempaka Baru 06 Pt.,"Jl. Sumur Batu Raya No. 4, Cempaka Baru, Kemayoran",181.0,11.0,"Rusja, S.Pd",2.142886304E9,Padat/Kumuh,A
2.0104487E7,SDN Cempaka Baru 07 Pg.,"Jl. Sumur Batu Raya, Cempaka Baru, Kemayoran",323.0,13.0,"CICIH PURBANINGSIH,M.Pd",4.2877022E7,Baik,B
2.0104488E7,SDN Cempaka Baru 09 Pg.,"Jl. F.3 Komplek Listrik, Cempaka Baru, Kemayoran",333.0,18.0,"Drs. Puad Hasim, MM",4.2883049E7,Baik,A
2.0104489E7,SDN Cempaka Baru 11 Pg.,"Jl. Remaja II, Cempaka Baru, Kemayoran",333.0,15.0,"CICIH PURBANINGSIH, M.Pd",4.2804304E7,Banjir,A
2.010449E7,SDN Cempaka Baru 12 Pg.,"Jl. Remaja II NO.59, Cempaka Baru, Kemayoran",151.0,9.0,SUPARMI,4.287686E7,Padat/Kumuh,B
2.0104491E7,SDN Cempaka Baru 13 Pg.,"Jl. Remaja II No. 57, Cempaka Baru, Kemayoran",232.0,10.0,,4268390.0,Padat/Kumuh,A
2.0104492E7,SDN Cempaka Baru 14 Pg.,"Jl. Remaja II, Cempaka Baru, Kemayoran",204.0,10.0,ROSIDA,4209573.0,Banjir,B
2.0100374E7,SDN Cempaka Putih Barat 01 Pg,"Jl. Cempaka Putih Barat II/G, Cempaka Putih Barat, Cempaka Putih",205.0,13.0,"MARGARETA PANDIANGAN, M.Pd",4227073.0,Baik,A
2.0100375E7,SDN Cempaka Putih Barat 03 Pg,"Jl. Pangkalan Asem No. 14, Cempaka Putih Barat, Cempaka Putih",289.0,13.0,"BABAN SOBARNA, S.Pd",4252793.0,Baik,A
2.0100376E7,SDN Cempaka Putih Barat 04 Pg.,"Jl. Pangkalan Asem No. 14, Cempaka Putih Barat, Cempaka Putih",298.0,13.0,"SUYONO, S. Pd",2.14264107E8,Baik,A
2.0100377E7,SDN Cempaka Putih Barat 05 Pg.,"JL. CEMPAKA III/44, Cempaka Putih Barat, Cempaka Putih",240.0,13.0,ELIZAWATI,021-4221441,Baik,A
2.0100378E7,SDN Cempaka Putih Barat 07 Pg.,"Jl. Percetakan Negara Raya No. 16, Cempaka Putih Barat, Cempaka Putih",183.0,10.0,"SAMSUDIN, S.Pd, M.Si",4.2882185E7,Padat/Kumuh,B
2.0100393E7,SDN Cempaka Putih Barat 09 Pg.,"Jl. Percetakan Negara Raya No. 16, Cempaka Putih Barat, Cempaka Putih",199.0,10.0,"Hj.ESIH SUKAESIH,SPd., M.Si",4204429.0,Baik,A
2.0104493E7,SDN Cempaka Putih Barat 11 Pg.,"Jl. Cempaka Putih Barat II/ G No.07, Cempaka Putih Barat, Cempaka Putih",205.0,10.0,"SAIRAH, S.Pd",2.142803933E9,Padat/Kumuh,A
2.0100506E7,SDN Cempaka Putih Barat 13 Pg.,"Jl. Cempaka Putih Barat II/ G, Cempaka Putih Barat, Cempaka Putih",132.0,10.0,Hj. Hartini,4214292.0,Padat/Kumuh,A
2.0100521E7,SDN Cempaka Putih Barat 15 Pg.,"Jl. Cempaka Putih Barat XIX, Cempaka Putih Barat, Cempaka Putih",198.0,11.0,KOKOM KOMARIAH,021-42880352,Banjir,A
2.0104494E7,SDN Cempaka Putih Barat 16 Pg.,"Jl. Cempaka Putih Barat XIX, Cempaka Putih Barat, Cempaka Putih",191.0,8.0,"SRI PURWANTI,S.Pd, M.Si",4.2884357E7,Banjir,A
2.0100522E7,SDN Cempaka Putih Barat 17 Pg.,"Jl. Cempaka Putih Barat XIV No. F 15, Cempaka Putih Barat, Cempaka Putih",515.0,26.0,"USMAN, S.Pd. M.Si",021-4261148,Baik,B
2.0100523E7,SDN Cempaka Putih Barat 19 Pg.,"Jl. Pangkalan Asem Gang ii, Cempaka Putih Barat, Cempaka Putih",212.0,9.0,"PETRUS MURJIMIN, S.Pd",4.2878634E7,Baik,B
2.0100524E7,SDN Cempaka Putih Barat 20 Pg.,"Jl. Pangkalan Asem Gg. II, Cempaka Putih Barat, Cempaka Putih",232.0,10.0,"PETRUS MURJIMIN, S.Pd",(021) 4226819,Padat/Kumuh,A
2.0100525E7,SDN Cempaka Putih Barat 21 Pt.,"Jl. Cempaka Putih Barat XIX, Cempaka Putih Barat, Cempaka Putih",108.0,10.0,"Hj. MAHRITA RESTI ANGGRIANI, S",4.287557E7,Banjir,C
2.0100526E7,SDN Cempaka Putih Barat 26 Pt.,"Jl. Pangkalan Asem, Cempaka Putih Barat, Cempaka Putih",161.0,9.0,"BABAN SOBARNA, S.Pd",4.2880861E7,Padat/Kumuh,A
2.0100528E7,SDN Cempaka Putih Timur 01 Pg.,"Jl. Rawasari Tim. IV/ 2, Cempaka Putih Timur, Cempaka Putih",327.0,13.0,"MAWARNI, S.Pd, MM",4266276.0,Baik,B
2.0104497E7,SDN Cempaka Putih Timur 02 Pt.,"Jl. Rawasari Tim. IV/ 2, Cempaka Putih Timur, Cempaka Putih",187.0,11.0,SRI PURWANTI,4259398.0,Padat/Kumuh,B
